"Date","Price","Open","High","Low","Vol.","Change %"
"01-02-2026","1,923.00","1,923.00","1,923.00","1,923.00","","-10.47%"
"25-01-2026","2,148.00","2,148.00","2,148.00","2,148.00","","21.91%"
"18-01-2026","1,762.00","1,762.00","1,762.00","1,762.00","","12.44%"
"11-01-2026","1,567.00","1,567.00","1,567.00","1,567.00","","-7.17%"
"04-01-2026","1,688.00","1,688.00","1,688.00","1,688.00","","-10.31%"
"28-12-2025","1,882.00","1,882.00","1,882.00","1,882.00","","0.27%"
"21-12-2025","1,877.00","1,979.00","1,979.00","1,877.00","","-7.22%"
"14-12-2025","2,023.00","2,071.00","2,071.00","2,023.00","","-8.25%"
"07-12-2025","2,205.00","2,205.00","2,205.00","2,205.00","","-19.14%"
"30-11-2025","2,727.00","2,727.00","2,727.00","2,727.00","","6.52%"
"23-11-2025","2,560.00","2,560.00","2,560.00","2,560.00","","12.53%"
"16-11-2025","2,275.00","2,275.00","2,275.00","2,275.00","","7.06%"
"09-11-2025","2,125.00","2,077.00","2,125.00","2,077.00","","1.00%"
"02-11-2025","2,104.00","2,104.00","2,104.00","2,104.00","","7.02%"
"26-10-2025","1,966.00","1,966.00","1,966.00","1,966.00","","-1.26%"
"19-10-2025","1,991.00","1,991.00","1,991.00","1,991.00","","-3.77%"
"12-10-2025","2,069.00","2,046.00","2,069.00","2,046.00","","6.87%"
"05-10-2025","1,936.00","1,936.00","1,936.00","1,936.00","","1.84%"
"28-09-2025","1,901.00","1,901.00","1,901.00","1,901.00","","-15.85%"
"21-09-2025","2,259.00","2,259.00","2,259.00","2,259.00","","2.54%"
"14-09-2025","2,203.00","2,203.00","2,203.00","2,203.00","","3.62%"
"07-09-2025","2,126.00","2,126.00","2,126.00","2,126.00","","7.43%"
"31-08-2025","1,979.00","1,963.00","1,979.00","1,963.00","","-2.27%"
"24-08-2025","2,025.00","2,025.00","2,025.00","2,025.00","","4.17%"
"17-08-2025","1,944.00","1,893.00","1,944.00","1,893.00","","-4.89%"
"10-08-2025","2,044.00","2,039.00","2,044.00","2,039.00","","-0.34%"
"03-08-2025","2,051.00","2,051.00","2,051.00","2,051.00","","1.64%"
"27-07-2025","2,018.00","2,018.00","2,018.00","2,018.00","","-10.59%"
"20-07-2025","2,257.00","2,257.00","2,257.00","2,257.00","","9.99%"
"13-07-2025","2,052.00","2,052.00","2,052.00","2,052.00","","23.39%"
"06-07-2025","1,663.00","1,663.00","1,663.00","1,663.00","","15.81%"
"29-06-2025","1,436.00","1,436.00","1,436.00","1,436.00","","-5.59%"
"22-06-2025","1,521.00","1,674.00","1,681.00","1,521.00","","-9.95%"
"15-06-2025","1,689.00","1,975.00","1,975.00","1,689.00","","-14.18%"
"08-06-2025","1,968.00","1,691.00","1,968.00","1,680.00","","20.51%"
"01-06-2025","1,633.00","1,422.00","1,633.00","1,422.00","","15.16%"
"25-05-2025","1,418.00","1,296.00","1,418.00","1,296.00","","5.82%"
"18-05-2025","1,340.00","1,347.00","1,347.00","1,337.00","","-3.46%"
"11-05-2025","1,388.00","1,304.00","1,388.00","1,267.00","","6.85%"
"04-05-2025","1,299.00","1,406.00","1,406.00","1,299.00","","-8.59%"
"27-04-2025","1,421.00","1,403.00","1,421.00","1,386.00","","3.50%"
"20-04-2025","1,373.00","1,261.00","1,373.00","1,261.00","","8.88%"
"13-04-2025","1,261.00","1,282.00","1,282.00","1,241.00","","-1.02%"
"06-04-2025","1,274.00","1,401.00","1,401.00","1,259.00","","-14.44%"
"30-03-2025","1,489.00","1,598.00","1,598.00","1,489.00","","-7.05%"
"23-03-2025","1,602.00","1,652.00","1,652.00","1,602.00","","-2.50%"
"16-03-2025","1,643.00","1,658.00","1,658.00","1,635.00","","-1.56%"
"09-03-2025","1,669.00","1,424.00","1,669.00","1,424.00","","19.21%"
"02-03-2025","1,400.00","1,276.00","1,400.00","1,228.00","","13.91%"
"23-02-2025","1,229.00","1,002.00","1,229.00","1,002.00","","25.28%"
"16-02-2025","981.00","806.00","981.00","806.00","","23.86%"
"09-02-2025","792.00","809.00","809.00","776.00","","-2.82%"
"02-02-2025","815.00","738.00","815.00","738.00","","10.88%"
"26-01-2025","735.00","746.00","746.00","715.00","","-5.53%"
"19-01-2025","778.00","957.00","957.00","957.00","","-21.18%"
"12-01-2025","987.00","1,093.00","1,093.00","1,093.00","","-5.82%"
"05-01-2025","1,048.00","1,043.00","1,043.00","1,043.00","","-2.24%"
"29-12-2024","1,072.00","1,029.00","1,029.00","1,029.00","","7.52%"
"22-12-2024","997.00","994.00","994.00","994.00","","0.71%"
"15-12-2024","990.00","1,071.00","1,071.00","1,071.00","","-5.80%"
"08-12-2024","1,051.00","1,168.00","1,168.00","1,168.00","","-9.94%"
"01-12-2024","1,167.00","1,298.00","1,298.00","1,298.00","","-13.81%"
"24-11-2024","1,354.00","1,529.00","1,529.00","1,529.00","","-11.91%"
"17-11-2024","1,537.00","1,756.00","1,756.00","1,756.00","","-13.89%"
"10-11-2024","1,785.00","1,558.00","1,785.00","1,558.00","","19.40%"
"03-11-2024","1,495.00","1,374.00","1,495.00","1,374.00","","8.49%"
"27-10-2024","1,378.00","1,382.00","1,402.00","1,378.00","","-2.27%"
"20-10-2024","1,410.00","1,546.00","1,546.00","1,410.00","","-10.53%"
"13-10-2024","1,576.00","1,814.00","1,814.00","1,576.00","","-12.88%"
"06-10-2024","1,809.00","1,907.00","1,907.00","1,790.00","","-6.17%"
"29-09-2024","1,928.00","2,084.00","2,084.00","1,928.00","","-8.63%"
"22-09-2024","2,110.00","1,999.00","2,110.00","1,999.00","","6.73%"
"15-09-2024","1,977.00","1,896.00","1,977.00","1,890.00","","4.60%"
"08-09-2024","1,890.00","1,958.00","1,963.00","1,890.00","","-2.63%"
"01-09-2024","1,941.00","1,919.00","1,947.00","1,902.00","","7.00%"
"25-08-2024","1,814.00","1,721.00","1,827.00","1,721.00","","2.95%"
"18-08-2024","1,762.00","1,708.00","1,768.00","1,708.00","","4.20%"
"11-08-2024","1,691.00","1,655.00","1,728.00","1,655.00","","1.26%"
"04-08-2024","1,670.00","1,677.00","1,698.00","1,670.00","","-0.30%"
"28-07-2024","1,675.00","1,797.00","1,797.00","1,668.00","","-7.36%"
"21-07-2024","1,808.00","1,896.00","1,896.00","1,808.00","","-4.94%"
"14-07-2024","1,902.00","1,993.00","1,993.00","1,890.00","","-4.76%"
"07-07-2024","1,997.00","1,940.00","1,997.00","1,894.00","","1.58%"
"30-06-2024","1,966.00","2,158.00","2,179.00","1,966.00","","-4.10%"
"23-06-2024","2,050.00","1,973.00","2,050.00","1,926.00","","2.65%"
"16-06-2024","1,997.00","1,948.00","1,948.00","1,948.00","","2.52%"
"09-06-2024","1,948.00","1,883.00","1,883.00","1,883.00","","3.56%"
"02-06-2024","1,881.00","1,808.00","1,808.00","1,808.00","","3.64%"
"26-05-2024","1,815.00","1,784.00","1,784.00","1,784.00","","1.00%"
"19-05-2024","1,797.00","1,847.00","1,847.00","1,847.00","","-2.55%"
"12-05-2024","1,844.00","1,889.00","1,889.00","1,889.00","","-13.39%"
"05-05-2024","2,129.00","2,203.00","2,203.00","2,203.00","","13.49%"
"28-04-2024","1,876.00","1,684.00","1,684.00","1,684.00","","9.01%"
"21-04-2024","1,721.00","1,882.00","1,882.00","1,882.00","","-10.32%"
"14-04-2024","1,919.00","1,730.00","1,730.00","1,730.00","","10.99%"
"07-04-2024","1,729.00","1,594.00","1,594.00","1,594.00","","6.20%"
"31-03-2024","1,628.00","1,714.00","1,714.00","1,714.00","","-10.60%"
"24-03-2024","1,821.00","2,123.00","2,123.00","2,123.00","","-17.08%"
"17-03-2024","2,196.00","2,419.00","2,419.00","2,419.00","","-7.50%"
"10-03-2024","2,374.00","2,377.00","2,377.00","2,377.00","","1.24%"
"03-03-2024","2,345.00","2,297.00","2,297.00","2,297.00","","6.45%"
"25-02-2024","2,203.00","1,871.00","1,871.00","1,871.00","","18.06%"
"18-02-2024","1,866.00","1,629.00","1,629.00","1,629.00","","15.90%"
"11-02-2024","1,610.00","1,572.00","1,572.00","1,572.00","","4.21%"
"04-02-2024","1,545.00","1,436.00","1,436.00","1,436.00","","9.81%"
"28-01-2024","1,407.00","1,460.00","1,460.00","1,460.00","","-7.31%"
"21-01-2024","1,518.00","1,518.00","1,518.00","1,518.00","","1.00%"
"14-01-2024","1,503.00","1,360.00","1,360.00","1,360.00","","2.95%"
"07-01-2024","1,460.00","2,022.00","2,022.00","2,022.00","","-30.81%"
"31-12-2023","2,110.00","2,093.00","2,093.00","2,093.00","","0.76%"
"17-12-2023","2,094.00","2,288.00","2,288.00","2,288.00","","-10.82%"
"10-12-2023","2,348.00","2,509.00","2,509.00","2,509.00","","-5.44%"
"03-12-2023","2,483.00","3,346.00","3,346.00","3,346.00","","-22.21%"
"26-11-2023","3,192.00","2,391.00","2,391.00","2,391.00","","51.86%"
"19-11-2023","2,102.00","1,817.00","1,817.00","1,817.00","","15.49%"
"12-11-2023","1,820.00","1,655.00","1,655.00","1,655.00","","10.77%"
"05-11-2023","1,643.00","1,523.00","1,523.00","1,523.00","","12.38%"
"29-10-2023","1,462.00","1,502.00","1,502.00","1,502.00","","-6.46%"
"22-10-2023","1,563.00","1,949.00","1,949.00","1,949.00","","-23.61%"
"15-10-2023","2,046.00","1,972.00","1,972.00","1,972.00","","5.19%"
"08-10-2023","1,945.00","1,991.00","1,991.00","1,991.00","","0.83%"
"01-10-2023","1,929.00","1,737.00","1,737.00","1,737.00","","13.40%"
"24-09-2023","1,701.00","1,614.00","1,614.00","1,614.00","","6.78%"
"17-09-2023","1,593.00","1,439.00","1,439.00","1,439.00","","15.35%"
"10-09-2023","1,381.00","1,209.00","1,209.00","1,209.00","","16.44%"
"03-09-2023","1,186.00","1,083.00","1,083.00","1,083.00","","11.36%"
"27-08-2023","1,065.00","1,107.00","1,107.00","1,107.00","","-1.39%"
"20-08-2023","1,080.00","1,223.00","1,223.00","1,223.00","","-12.69%"
"13-08-2023","1,237.00","1,135.00","1,135.00","1,135.00","","9.57%"
"06-08-2023","1,129.00","1,145.00","1,145.00","1,145.00","","-0.62%"
"30-07-2023","1,136.00","1,127.00","1,127.00","1,127.00","","2.34%"
"23-07-2023","1,110.00","967.00","967.00","967.00","","13.50%"
"16-07-2023","978.00","1,073.00","1,073.00","1,073.00","","-10.28%"
"09-07-2023","1,090.00","1,024.00","1,024.00","1,024.00","","8.03%"
"02-07-2023","1,009.00","1,068.00","1,068.00","1,068.00","","-7.52%"
"25-06-2023","1,091.00","1,233.00","1,233.00","1,233.00","","-12.02%"
"18-06-2023","1,240.00","1,065.00","1,065.00","1,065.00","","15.24%"
"11-06-2023","1,076.00","1,056.00","1,056.00","1,056.00","","1.99%"
"04-06-2023","1,055.00","939.00","939.00","939.00","","14.80%"
"28-05-2023","919.00","1,123.00","1,123.00","1,123.00","","-21.59%"
"21-05-2023","1,172.00","1,365.00","1,365.00","1,365.00","","-15.32%"
"14-05-2023","1,384.00","1,522.00","1,522.00","1,522.00","","-11.17%"
"07-05-2023","1,558.00","1,598.00","1,598.00","1,598.00","","0.00%"
"30-04-2023","1,558.00","1,552.00","1,552.00","1,552.00","","-1.14%"
"23-04-2023","1,576.00","1,517.00","1,517.00","1,517.00","","4.79%"
"16-04-2023","1,504.00","1,412.00","1,412.00","1,412.00","","4.81%"
"09-04-2023","1,435.00","1,463.00","1,463.00","1,463.00","","-8.01%"
"02-04-2023","1,560.00","1,412.00","1,412.00","1,412.00","","12.31%"
"26-03-2023","1,389.00","1,456.00","1,456.00","1,456.00","","-6.72%"
"19-03-2023","1,489.00","1,542.00","1,542.00","1,542.00","","-3.00%"
"12-03-2023","1,535.00","1,465.00","1,465.00","1,465.00","","7.79%"
"05-03-2023","1,424.00","1,327.00","1,327.00","1,327.00","","17.59%"
"26-02-2023","1,211.00","990.00","990.00","990.00","","37.15%"
"19-02-2023","883.00","552.00","552.00","552.00","","64.13%"
"12-02-2023","538.00","616.00","616.00","616.00","","-10.63%"
"05-02-2023","602.00","608.00","608.00","608.00","","-3.06%"
"29-01-2023","621.00","680.00","680.00","680.00","","-8.14%"
"22-01-2023","676.00","740.00","740.00","740.00","","-11.40%"
"15-01-2023","763.00","946.00","946.00","946.00","","-19.34%"
"08-01-2023","946.00","1,139.00","1,139.00","1,139.00","","-16.28%"
"01-01-2023","1,130.00","1,250.00","1,250.00","1,250.00","","-25.41%"
"18-12-2022","1,515.00","1,548.00","1,548.00","1,548.00","","-2.88%"
"11-12-2022","1,560.00","1,361.00","1,361.00","1,361.00","","12.55%"
"04-12-2022","1,386.00","1,323.00","1,323.00","1,323.00","","4.68%"
"27-11-2022","1,324.00","1,347.00","1,347.00","1,347.00","","0.00%"
"20-11-2022","1,324.00","1,177.00","1,177.00","1,177.00","","11.35%"
"13-11-2022","1,189.00","1,325.00","1,325.00","1,325.00","","-12.25%"
"06-11-2022","1,355.00","1,337.00","1,337.00","1,337.00","","2.42%"
"30-10-2022","1,323.00","1,377.00","1,377.00","1,377.00","","-13.75%"
"23-10-2022","1,534.00","1,797.00","1,797.00","1,797.00","","-15.67%"
"16-10-2022","1,819.00","1,843.00","1,843.00","1,843.00","","-1.03%"
"09-10-2022","1,838.00","1,944.00","1,944.00","1,944.00","","-6.27%"
"02-10-2022","1,961.00","1,788.00","1,788.00","1,788.00","","11.42%"
"25-09-2022","1,760.00","1,813.00","1,813.00","1,813.00","","-3.08%"
"18-09-2022","1,816.00","1,729.00","1,729.00","1,729.00","","16.93%"
"11-09-2022","1,553.00","1,256.00","1,256.00","1,256.00","","28.03%"
"04-09-2022","1,213.00","1,133.00","1,133.00","1,133.00","","11.69%"
"28-08-2022","1,086.00","1,017.00","1,086.00","965.00","","0.37%"
"21-08-2022","1,082.00","1,270.00","1,271.00","1,082.00","","-15.40%"
"14-08-2022","1,279.00","1,404.00","1,404.00","1,279.00","","-13.41%"
"07-08-2022","1,477.00","1,566.00","1,592.00","1,477.00","","-5.32%"
"31-07-2022","1,560.00","1,872.00","1,872.00","1,560.00","","-17.68%"
"24-07-2022","1,895.00","2,114.00","2,114.00","1,895.00","","-11.70%"
"17-07-2022","2,146.00","2,162.00","2,162.00","2,113.00","","-0.19%"
"10-07-2022","2,150.00","2,081.00","2,150.00","2,002.00","","4.02%"
"03-07-2022","2,067.00","2,159.00","2,159.00","2,043.00","","-6.64%"
"26-06-2022","2,214.00","2,295.00","2,295.00","2,186.00","","-5.02%"
"19-06-2022","2,331.00","2,596.00","2,596.00","2,331.00","","-9.58%"
"12-06-2022","2,578.00","2,260.00","2,578.00","2,260.00","","11.12%"
"05-06-2022","2,320.00","2,560.00","2,560.00","2,320.00","","-11.89%"
"29-05-2022","2,633.00","2,571.00","2,633.00","2,566.00","","-1.79%"
"22-05-2022","2,681.00","3,369.00","3,369.00","2,681.00","","-19.83%"
"15-05-2022","3,344.00","3,085.00","3,344.00","3,085.00","","7.73%"
"08-05-2022","3,104.00","2,831.00","3,117.00","2,831.00","","14.20%"
"01-05-2022","2,718.00","2,412.00","2,718.00","2,412.00","","13.06%"
"24-04-2022","2,404.00","2,356.00","2,425.00","2,356.00","","4.20%"
"17-04-2022","2,307.00","2,115.00","2,307.00","2,115.00","","7.96%"
"10-04-2022","2,137.00","2,031.00","2,137.00","2,031.00","","3.99%"
"03-04-2022","2,055.00","2,307.00","2,307.00","2,055.00","","-12.81%"
"27-03-2022","2,357.00","2,484.00","2,484.00","2,357.00","","-7.35%"
"20-03-2022","2,544.00","2,589.00","2,589.00","2,544.00","","-2.34%"
"13-03-2022","2,605.00","2,727.00","2,727.00","2,588.00","","-4.16%"
"06-03-2022","2,718.00","2,235.00","2,718.00","2,235.00","","26.54%"
"27-02-2022","2,148.00","2,040.00","2,148.00","2,040.00","","3.47%"
"20-02-2022","2,076.00","2,045.00","2,244.00","2,045.00","","5.70%"
"13-02-2022","1,964.00","1,984.00","1,984.00","1,886.00","","-0.66%"
"06-02-2022","1,977.00","1,422.00","1,977.00","1,422.00","","38.93%"
"30-01-2022","1,423.00","1,418.00","1,440.00","1,418.00","","3.04%"
"23-01-2022","1,381.00","1,391.00","1,391.00","1,296.00","","-2.40%"
"16-01-2022","1,415.00","1,731.00","1,731.00","1,415.00","","-19.78%"
"09-01-2022","1,764.00","2,277.00","2,277.00","1,764.00","","-22.94%"
"02-01-2022","2,289.00","2,285.00","2,296.00","2,285.00","","3.25%"
"19-12-2021","2,217.00","2,371.00","2,371.00","2,217.00","","-6.81%"
"12-12-2021","2,379.00","3,216.00","3,216.00","2,379.00","","-27.29%"
"05-12-2021","3,272.00","3,235.00","3,423.00","3,235.00","","3.19%"
"28-11-2021","3,171.00","2,881.00","3,171.00","2,881.00","","14.60%"
"21-11-2021","2,767.00","2,645.00","2,767.00","2,645.00","","8.42%"
"14-11-2021","2,552.00","2,759.00","2,759.00","2,430.00","","-9.08%"
"07-11-2021","2,807.00","2,718.00","2,861.00","2,718.00","","3.39%"
"31-10-2021","2,715.00","3,428.00","3,428.00","2,715.00","","-22.85%"
"24-10-2021","3,519.00","4,257.00","4,257.00","3,519.00","","-20.20%"
"17-10-2021","4,410.00","4,732.00","4,751.00","4,410.00","","-9.15%"
"10-10-2021","4,854.00","5,488.00","5,488.00","4,854.00","","-12.16%"
"03-10-2021","5,526.00","5,267.00","5,650.00","5,267.00","","6.23%"
"26-09-2021","5,202.00","4,717.00","5,202.00","4,717.00","","12.02%"
"19-09-2021","4,644.00","4,304.00","4,651.00","4,304.00","","8.63%"
"12-09-2021","4,275.00","4,163.00","4,275.00","4,163.00","","10.64%"
"05-09-2021","3,864.00","3,822.00","3,864.00","3,618.00","","-2.03%"
"29-08-2021","3,944.00","4,132.00","4,132.00","3,944.00","","-6.87%"
"22-08-2021","4,235.00","4,147.00","4,235.00","4,147.00","","3.49%"
"15-08-2021","4,092.00","3,606.00","4,092.00","3,606.00","","14.75%"
"08-08-2021","3,566.00","3,371.00","3,566.00","3,371.00","","5.78%"
"01-08-2021","3,371.00","3,282.00","3,376.00","3,281.00","","2.40%"
"25-07-2021","3,292.00","3,210.00","3,292.00","3,154.00","","2.91%"
"18-07-2021","3,199.00","3,059.00","3,199.00","3,053.00","","5.26%"
"11-07-2021","3,039.00","3,300.00","3,300.00","3,039.00","","-7.91%"
"04-07-2021","3,300.00","3,224.00","3,300.00","3,179.00","","0.46%"
"27-06-2021","3,285.00","3,324.00","3,418.00","3,285.00","","0.92%"
"20-06-2021","3,255.00","3,190.00","3,255.00","3,119.00","","1.15%"
"13-06-2021","3,218.00","2,944.00","3,267.00","2,944.00","","12.64%"
"06-06-2021","2,857.00","2,428.00","2,857.00","2,420.00","","17.19%"
"30-05-2021","2,438.00","2,568.00","2,568.00","2,438.00","","-6.09%"
"23-05-2021","2,596.00","2,881.00","2,881.00","2,596.00","","-9.52%"
"16-05-2021","2,869.00","2,856.00","2,869.00","2,795.00","","-2.38%"
"09-05-2021","2,939.00","3,240.00","3,254.00","2,939.00","","-7.67%"
"02-05-2021","3,183.00","3,157.00","3,266.00","3,157.00","","4.26%"
"25-04-2021","3,053.00","2,808.00","3,053.00","2,808.00","","9.51%"
"18-04-2021","2,788.00","2,432.00","2,788.00","2,432.00","","16.90%"
"11-04-2021","2,385.00","2,145.00","2,385.00","2,140.00","","14.39%"
"04-04-2021","2,085.00","2,092.00","2,127.00","2,085.00","","0.63%"
"28-03-2021","2,072.00","2,162.00","2,162.00","2,046.00","","-4.87%"
"21-03-2021","2,178.00","2,319.00","2,319.00","2,172.00","","-4.52%"
"14-03-2021","2,281.00","1,983.00","2,281.00","1,983.00","","16.38%"
"07-03-2021","1,960.00","1,853.00","1,980.00","1,853.00","","7.16%"
"28-02-2021","1,829.00","1,651.00","1,829.00","1,651.00","","9.19%"
"21-02-2021","1,675.00","1,709.00","1,727.00","1,675.00","","-1.35%"
"14-02-2021","1,698.00","1,364.00","1,770.00","1,364.00","","26.81%"
"07-02-2021","1,339.00","1,317.00","1,339.00","1,303.00","","0.45%"
"31-01-2021","1,333.00","1,444.00","1,444.00","1,327.00","","-8.20%"
"24-01-2021","1,452.00","1,765.00","1,765.00","1,452.00","","-19.78%"
"17-01-2021","1,810.00","1,740.00","1,837.00","1,740.00","","3.19%"
"10-01-2021","1,754.00","1,761.00","1,856.00","1,754.00","","9.22%"
"03-01-2021","1,606.00","1,374.00","1,606.00","1,374.00","","17.57%"
"20-12-2020","1,366.00","1,323.00","1,366.00","1,323.00","","3.09%"
"13-12-2020","1,325.00","1,235.00","1,325.00","1,235.00","","9.41%"
"06-12-2020","1,211.00","1,162.00","1,211.00","1,121.00","","1.17%"
"29-11-2020","1,197.00","1,227.00","1,227.00","1,189.00","","-2.68%"
"22-11-2020","1,230.00","1,169.00","1,230.00","1,169.00","","7.14%"
"15-11-2020","1,148.00","1,111.00","1,148.00","1,111.00","","2.96%"
"08-11-2020","1,115.00","1,207.00","1,207.00","1,124.00","","-6.77%"
"01-11-2020","1,196.00","1,284.00","1,284.00","1,194.00","","-6.78%"
"25-10-2020","1,283.00","1,402.00","1,413.00","1,283.00","","-9.33%"
"18-10-2020","1,415.00","1,409.00","1,415.00","1,346.00","","-4.20%"
"11-10-2020","1,477.00","1,807.00","1,807.00","1,477.00","","-21.93%"
"04-10-2020","1,892.00","2,071.00","2,097.00","1,892.00","","-6.34%"
"27-09-2020","2,020.00","1,654.00","2,020.00","1,654.00","","21.18%"
"20-09-2020","1,667.00","1,314.00","1,667.00","1,314.00","","28.63%"
"13-09-2020","1,296.00","1,282.00","1,296.00","1,281.00","","2.29%"
"06-09-2020","1,267.00","1,349.00","1,349.00","1,267.00","","-6.98%"
"30-08-2020","1,362.00","1,471.00","1,471.00","1,362.00","","-8.47%"
"23-08-2020","1,488.00","1,491.00","1,518.00","1,488.00","","0.47%"
"16-08-2020","1,481.00","1,598.00","1,598.00","1,481.00","","-7.15%"
"09-08-2020","1,595.00","1,506.00","1,595.00","1,506.00","","6.26%"
"02-08-2020","1,501.00","1,385.00","1,501.00","1,385.00","","11.19%"
"26-07-2020","1,350.00","1,293.00","1,350.00","1,264.00","","2.51%"
"19-07-2020","1,317.00","1,678.00","1,678.00","1,317.00","","-22.98%"
"12-07-2020","1,710.00","1,792.00","1,792.00","1,696.00","","-5.52%"
"05-07-2020","1,810.00","1,956.00","1,956.00","1,810.00","","-4.44%"
"28-06-2020","1,894.00","1,794.00","1,894.00","1,794.00","","8.29%"
"21-06-2020","1,749.00","1,558.00","1,749.00","1,558.00","","12.48%"
"14-06-2020","1,555.00","973.00","1,555.00","973.00","","68.47%"
"07-06-2020","923.00","698.00","923.00","698.00","","35.94%"
"31-05-2020","679.00","520.00","679.00","520.00","","34.72%"
"24-05-2020","504.00","506.00","506.00","489.00","","1.20%"
"17-05-2020","498.00","427.00","498.00","427.00","","22.36%"
"10-05-2020","407.00","474.00","474.00","393.00","","-20.82%"
"03-05-2020","514.00","598.00","598.00","514.00","","-16.69%"
"26-04-2020","617.00","661.00","661.00","617.00","","-7.22%"
"19-04-2020","665.00","757.00","757.00","665.00","","-11.45%"
"12-04-2020","751.00","679.00","751.00","679.00","","18.27%"
"05-04-2020","635.00","604.00","635.00","596.00","","3.08%"
"29-03-2020","616.00","548.00","626.00","548.00","","10.79%"
"22-03-2020","556.00","617.00","617.00","556.00","","-11.04%"
"15-03-2020","625.00","623.00","630.00","612.00","","-0.95%"
"08-03-2020","631.00","616.00","633.00","616.00","","2.27%"
"01-03-2020","617.00","539.00","617.00","539.00","","15.33%"
"23-02-2020","535.00","506.00","535.00","506.00","","7.65%"
"16-02-2020","497.00","434.00","497.00","434.00","","16.94%"
"09-02-2020","425.00","411.00","425.00","411.00","","2.41%"
"02-02-2020","415.00","466.00","466.00","415.00","","-14.78%"
"26-01-2020","487.00","546.00","546.00","487.00","","-12.57%"
"19-01-2020","557.00","729.00","729.00","557.00","","-26.13%"
"12-01-2020","754.00","765.00","768.00","754.00","","-2.58%"
"05-01-2020","774.00","844.00","844.00","772.00","","-14.66%"
"29-12-2019","907.00","976.00","976.00","907.00","","-16.79%"
"22-12-2019","1,090.00","1,103.00","1,103.00","1,090.00","","-2.94%"
"15-12-2019","1,123.00","1,315.00","1,315.00","1,123.00","","-17.12%"
"08-12-2019","1,355.00","1,551.00","1,551.00","1,355.00","","-13.03%"
"01-12-2019","1,558.00","1,568.00","1,606.00","1,558.00","","1.96%"
"24-11-2019","1,528.00","1,351.00","1,528.00","1,351.00","","19.00%"
"17-11-2019","1,284.00","1,338.00","1,338.00","1,255.00","","-5.38%"
"10-11-2019","1,357.00","1,345.00","1,365.00","1,345.00","","-1.52%"
"03-11-2019","1,378.00","1,675.00","1,675.00","1,378.00","","-18.80%"
"27-10-2019","1,697.00","1,803.00","1,803.00","1,697.00","","-5.77%"
"20-10-2019","1,801.00","1,846.00","1,846.00","1,779.00","","-2.91%"
"13-10-2019","1,855.00","1,916.00","1,916.00","1,855.00","","-3.59%"
"06-10-2019","1,924.00","1,770.00","1,929.00","1,770.00","","8.89%"
"29-09-2019","1,767.00","1,823.00","1,823.00","1,757.00","","-4.85%"
"22-09-2019","1,857.00","2,108.00","2,116.00","1,857.00","","-12.86%"
"15-09-2019","2,131.00","2,311.00","2,311.00","2,131.00","","-7.83%"
"08-09-2019","2,312.00","2,422.00","2,422.00","2,312.00","","-6.09%"
"01-09-2019","2,462.00","2,442.00","2,518.00","2,442.00","","3.53%"
