Date,Price,Open,High,Low,Vol.,Change %
2026-06-08,"2,916.00","2,916.00","2,916.00","2,916.00",,-2.18%
2026-06-05,"2,981.00","2,981.00","2,981.00","2,981.00",,-1.84%
2026-06-04,"3,037.00","3,037.00","3,037.00","3,037.00",,-2.78%
2026-06-03,"3,124.00","3,124.00","3,124.00","3,124.00",,-2.53%
2026-06-02,"3,205.00","3,205.00","3,205.00","3,205.00",,-0.53%
2026-06-01,"3,222.00","3,222.00","3,222.00","3,222.00",,-0.06%
2026-05-29,"3,224.00","3,224.00","3,224.00","3,224.00",,-0.06%
2026-05-28,"3,226.00","3,226.00","3,226.00","3,226.00",,3.27%
2026-05-27,"3,124.00","3,124.00","3,124.00","3,124.00",,1.26%
2026-05-26,"3,085.00","3,085.00","3,085.00","3,085.00",,3.14%
2026-05-22,"2,991.00","2,991.00","2,991.00","2,991.00",,0.91%
2026-05-21,"2,964.00","2,964.00","2,964.00","2,964.00",,-1.36%
2026-05-20,"3,005.00","3,005.00","3,005.00","3,005.00",,-1.60%
2026-05-19,"3,054.00","3,054.00","3,054.00","3,054.00",,-1.23%
2026-05-18,"3,092.00","3,092.00","3,092.00","3,092.00",,-1.87%
2026-05-15,"3,151.00","3,151.00","3,151.00","3,151.00",,-1.38%
2026-05-14,"3,195.00","3,195.00","3,195.00","3,195.00",,0.19%
2026-05-13,"3,189.00","3,189.00","3,189.00","3,189.00",,4.11%
2026-05-12,"3,063.00","3,063.00","3,063.00","3,063.00",,2.07%
2026-05-11,"3,001.00","3,001.00","3,001.00","3,001.00",,0.77%
2026-05-08,"2,978.00","2,978.00","2,978.00","2,978.00",,-1.85%
2026-05-07,"3,034.00","3,034.00","3,034.00","3,034.00",,1.44%
2026-05-06,"2,991.00","2,991.00","2,991.00","2,991.00",,5.61%
2026-05-05,"2,832.00","2,832.00","2,832.00","2,832.00",,3.74%
2026-05-01,"2,730.00","2,730.00","2,730.00","2,730.00",,1.64%
2026-04-30,"2,686.00","2,686.00","2,686.00","2,686.00",,0.60%
2026-04-29,"2,670.00","2,670.00","2,670.00","2,670.00",,-0.26%
2026-04-28,"2,677.00","2,677.00","2,677.00","2,677.00",,0.41%
2026-04-27,"2,666.00","2,666.00","2,666.00","2,666.00",,0.04%
2026-04-24,"2,665.00","2,665.00","2,665.00","2,665.00",,-0.30%
2026-04-23,"2,673.00","2,673.00","2,673.00","2,673.00",,-0.07%
2026-04-22,"2,675.00","2,675.00","2,675.00","2,675.00",,1.33%
2026-04-21,"2,640.00","2,640.00","2,640.00","2,640.00",,0.27%
2026-04-20,"2,633.00","2,633.00","2,633.00","2,633.00",,2.57%
2026-04-17,"2,567.00","2,567.00","2,567.00","2,567.00",,1.74%
2026-04-16,"2,523.00","2,523.00","2,523.00","2,523.00",,1.57%
2026-04-15,"2,484.00","2,484.00","2,484.00","2,484.00",,5.52%
2026-04-14,"2,354.00","2,354.00","2,354.00","2,354.00",,4.62%
2026-04-13,"2,250.00","2,250.00","2,250.00","2,250.00",,2.23%
2026-04-10,"2,201.00","2,201.00","2,201.00","2,201.00",,1.85%
2026-04-09,"2,161.00","2,161.00","2,161.00","2,161.00",,1.03%
2026-04-08,"2,139.00","2,139.00","2,139.00","2,139.00",,2.10%
2026-04-07,"2,095.00","2,095.00","2,095.00","2,095.00",,1.40%
2026-04-02,"2,066.00","2,066.00","2,066.00","2,066.00",,1.77%
2026-04-01,"2,030.00","2,030.00","2,030.00","2,030.00",,1.75%
2026-03-31,"1,995.00","1,995.00","1,995.00","1,995.00",,-1.09%
2026-03-30,"2,017.00","2,017.00","2,017.00","2,017.00",,-0.69%
2026-03-27,"2,031.00","2,031.00","2,031.00","2,031.00",,0.84%
2026-03-26,"2,014.00","2,014.00","2,014.00","2,014.00",,0.65%
2026-03-25,"2,001.00","2,001.00","2,001.00","2,001.00",,0.60%
2026-03-24,"1,989.00","1,989.00","1,989.00","1,989.00",,-2.36%
2026-03-23,"2,037.00","2,037.00","2,037.00","2,037.00",,-0.92%
2026-03-20,"2,056.00","2,056.00","2,056.00","2,056.00",,-0.05%
2026-03-19,"2,057.00","2,057.00","2,057.00","2,057.00",,-0.34%
2026-03-18,"2,064.00","2,064.00","2,064.00","2,064.00",,1.98%
2026-03-17,"2,024.00","2,024.00","2,024.00","2,024.00",,-0.69%
2026-03-16,"2,038.00","2,038.00","2,038.00","2,038.00",,0.49%
2026-03-13,"2,028.00","2,028.00","2,028.00","2,028.00",,2.84%
2026-03-12,"1,972.00","1,972.00","1,972.00","1,972.00",,2.39%
2026-03-11,"1,926.00","1,926.00","1,926.00","1,926.00",,0.36%
2026-03-10,"1,919.00","1,919.00","1,919.00","1,919.00",,-7.12%
2026-03-09,"2,066.00","2,066.00","2,066.00","2,066.00",,2.79%
2026-03-06,"2,010.00","2,010.00","2,010.00","2,010.00",,-5.99%
2026-03-05,"2,138.00","2,138.00","2,138.00","2,138.00",,-4.25%
2026-03-04,"2,233.00","2,233.00","2,233.00","2,233.00",,-0.40%
2026-03-03,"2,242.00","2,242.00","2,242.00","2,242.00",,2.51%
2026-03-02,"2,187.00","2,187.00","2,187.00","2,187.00",,2.20%
2026-02-27,"2,140.00","2,140.00","2,140.00","2,140.00",,1.09%
2026-02-26,"2,117.00","2,117.00","2,117.00","2,117.00",,-0.19%
2026-02-25,"2,121.00","2,121.00","2,121.00","2,121.00",,-0.38%
2026-02-24,"2,129.00","2,129.00","2,129.00","2,129.00",,0.80%
2026-02-23,"2,112.00","2,112.00","2,112.00","2,112.00",,3.38%
2026-02-20,"2,043.00","2,043.00","2,043.00","2,043.00",,1.19%
2026-02-19,"2,019.00","2,019.00","2,019.00","2,019.00",,-2.13%
2026-02-18,"2,063.00","2,063.00","2,063.00","2,063.00",,-1.53%
2026-02-17,"2,095.00","2,095.00","2,095.00","2,095.00",,-0.24%
2026-02-16,"2,100.00","2,100.00","2,100.00","2,100.00",,0.82%
2026-02-13,"2,083.00","2,083.00","2,083.00","2,083.00",,-0.57%
2026-02-12,"2,095.00","2,095.00","2,095.00","2,095.00",,7.00%
2026-02-11,"1,958.00","1,958.00","1,958.00","1,958.00",,4.04%
2026-02-10,"1,882.00","1,882.00","1,882.00","1,882.00",,-0.69%
2026-02-09,"1,895.00","1,895.00","1,895.00","1,895.00",,-1.46%
2026-02-06,"1,923.00","1,923.00","1,923.00","1,923.00",,-0.67%
2026-02-05,"1,936.00","1,936.00","1,936.00","1,936.00",,-0.97%
2026-02-04,"1,955.00","1,955.00","1,955.00","1,955.00",,-3.60%
2026-02-03,"2,028.00","2,028.00","2,028.00","2,028.00",,-4.52%
2026-02-02,"2,124.00","2,124.00","2,124.00","2,124.00",,-1.12%
2026-01-30,"2,148.00","2,148.00","2,148.00","2,148.00",,7.29%
2026-01-29,"2,002.00","2,002.00","2,002.00","2,002.00",,-0.69%
2026-01-28,"2,016.00","2,016.00","2,016.00","2,016.00",,0.85%
2026-01-27,"1,999.00","1,999.00","1,999.00","1,999.00",,12.30%
2026-01-26,"1,780.00","1,780.00","1,780.00","1,780.00",,1.02%
2026-01-23,"1,762.00","1,762.00","1,762.00","1,762.00",,0.06%
2026-01-22,"1,761.00","1,761.00","1,761.00","1,761.00",,-2.33%
2026-01-21,"1,803.00","1,803.00","1,803.00","1,803.00",,4.28%
2026-01-20,"1,729.00","1,729.00","1,729.00","1,729.00",,4.79%
2026-01-19,"1,650.00","1,650.00","1,650.00","1,650.00",,5.30%
2026-01-16,"1,567.00","1,567.00","1,567.00","1,567.00",,2.28%
2026-01-15,"1,532.00","1,532.00","1,532.00","1,532.00",,-2.17%
2026-01-14,"1,566.00","1,566.00","1,566.00","1,566.00",,-2.61%
2026-01-13,"1,608.00","1,608.00","1,608.00","1,608.00",,-3.07%
2026-01-12,"1,659.00","1,659.00","1,659.00","1,659.00",,-1.72%
2026-01-09,"1,688.00","1,688.00","1,688.00","1,688.00",,-1.75%
2026-01-08,"1,718.00","1,718.00","1,718.00","1,718.00",,-3.27%
2026-01-07,"1,776.00","1,776.00","1,776.00","1,776.00",,-2.95%
2026-01-06,"1,830.00","1,830.00","1,830.00","1,830.00",,-1.13%
2026-01-05,"1,851.00","1,851.00","1,851.00","1,851.00",,-1.65%
2026-01-02,"1,882.00","1,882.00","1,882.00","1,882.00",,0.27%
2025-12-24,"1,877.00","1,877.00","1,877.00","1,877.00",,-0.64%
2025-12-23,"1,889.00","1,889.00","1,889.00","1,889.00",,-4.55%
2025-12-22,"1,979.00","1,979.00","1,979.00","1,979.00",,-2.17%
2025-12-19,"2,023.00","2,023.00","2,023.00","2,023.00",,-2.32%
2025-12-18,"2,071.00","2,071.00","2,071.00","2,071.00",,-2.36%
2025-12-17,"2,121.00","2,121.00","2,121.00","2,121.00",,-3.77%
2025-12-16,"2,204.00","2,204.00","2,204.00","2,204.00",,0.50%
2025-12-15,"2,193.00","2,193.00","2,193.00","2,193.00",,-0.54%
2025-12-12,"2,205.00","2,205.00","2,205.00","2,205.00",,-3.88%
2025-12-11,"2,294.00","2,294.00","2,294.00","2,294.00",,-5.60%
2025-12-10,"2,430.00","2,430.00","2,430.00","2,430.00",,-4.97%
2025-12-09,"2,557.00","2,557.00","2,557.00","2,557.00",,-5.09%
2025-12-08,"2,694.00","2,694.00","2,694.00","2,694.00",,-1.21%
2025-12-05,"2,727.00","2,727.00","2,727.00","2,727.00",,-3.09%
2025-12-04,"2,814.00","2,814.00","2,814.00","2,814.00",,-1.09%
2025-12-03,"2,845.00","2,845.00","2,845.00","2,845.00",,9.42%
2025-12-02,"2,600.00","2,600.00","2,600.00","2,600.00",,0.66%
2025-12-01,"2,583.00","2,583.00","2,583.00","2,583.00",,0.90%
2025-11-28,"2,560.00","2,560.00","2,560.00","2,560.00",,3.23%
2025-11-27,"2,480.00","2,480.00","2,480.00","2,480.00",,3.29%
2025-11-26,"2,401.00","2,401.00","2,401.00","2,401.00",,3.98%
2025-11-25,"2,309.00","2,309.00","2,309.00","2,309.00",,0.61%
2025-11-24,"2,295.00","2,295.00","2,295.00","2,295.00",,0.88%
2025-11-21,"2,275.00","2,275.00","2,275.00","2,275.00",,0.22%
2025-11-20,"2,270.00","2,270.00","2,270.00","2,270.00",,0.44%
2025-11-19,"2,260.00","2,260.00","2,260.00","2,260.00",,1.99%
2025-11-18,"2,216.00","2,216.00","2,216.00","2,216.00",,2.93%
2025-11-17,"2,153.00","2,153.00","2,153.00","2,153.00",,1.32%
2025-11-14,"2,125.00","2,125.00","2,125.00","2,125.00",,2.31%
2025-11-13,"2,077.00","2,077.00","2,077.00","2,077.00",,2.32%
2025-11-12,"2,030.00","2,030.00","2,030.00","2,030.00",,-2.03%
2025-11-11,"2,072.00","2,072.00","2,072.00","2,072.00",,-0.58%
2025-11-10,"2,084.00","2,084.00","2,084.00","2,084.00",,-0.95%
2025-11-07,"2,104.00","2,104.00","2,104.00","2,104.00",,1.99%
2025-11-06,"2,063.00","2,063.00","2,063.00","2,063.00",,3.00%
2025-11-05,"2,003.00","2,003.00","2,003.00","2,003.00",,2.30%
2025-11-04,"1,958.00","1,958.00","1,958.00","1,958.00",,0.67%
2025-11-03,"1,945.00","1,945.00","1,945.00","1,945.00",,-1.07%
2025-10-31,"1,966.00","1,966.00","1,966.00","1,966.00",,-0.86%
2025-10-30,"1,983.00","1,983.00","1,983.00","1,983.00",,1.12%
2025-10-29,"1,961.00","1,961.00","1,961.00","1,961.00",,0.56%
2025-10-28,"1,950.00","1,950.00","1,950.00","1,950.00",,-1.32%
2025-10-27,"1,976.00","1,976.00","1,976.00","1,976.00",,-0.75%
2025-10-24,"1,991.00","1,991.00","1,991.00","1,991.00",,-3.21%
2025-10-23,"2,057.00","2,057.00","2,057.00","2,057.00",,-1.77%
2025-10-21,"2,094.00","2,094.00","2,094.00","2,094.00",,1.11%
2025-10-20,"2,071.00","2,069.00","2,071.00","2,069.00",,0.10%
2025-10-17,"2,069.00","2,069.00","2,069.00","2,069.00",,1.12%
2025-10-16,"2,046.00","2,046.00","2,046.00","2,046.00",,2.45%
2025-10-15,"1,997.00","1,997.00","1,997.00","1,997.00",,-1.24%
2025-10-14,"2,022.00","2,022.00","2,022.00","2,022.00",,-5.69%
2025-10-13,"2,144.00","2,144.00","2,144.00","2,144.00",,10.74%
2025-10-10,"1,936.00","1,936.00","1,936.00","1,936.00",,0.68%
2025-10-09,"1,923.00","1,923.00","1,923.00","1,923.00",,-2.04%
2025-10-08,"1,963.00","1,963.00","1,963.00","1,963.00",,0.82%
2025-10-07,"1,947.00","1,947.00","1,947.00","1,947.00",,0.78%
2025-10-06,"1,932.00","1,932.00","1,932.00","1,932.00",,1.63%
2025-10-03,"1,901.00","1,901.00","1,901.00","1,901.00",,-0.42%
2025-10-02,"1,909.00","1,909.00","1,909.00","1,909.00",,-3.59%
2025-10-01,"1,980.00","1,980.00","1,980.00","1,980.00",,-7.22%
2025-09-30,"2,134.00","2,134.00","2,134.00","2,134.00",,-3.87%
2025-09-29,"2,220.00","2,220.00","2,220.00","2,220.00",,-1.73%
2025-09-26,"2,259.00","2,259.00","2,259.00","2,259.00",,-0.31%
2025-09-25,"2,266.00","2,266.00","2,266.00","2,266.00",,1.16%
2025-09-24,"2,240.00","2,240.00","2,240.00","2,240.00",,1.82%
2025-09-23,"2,200.00","2,200.00","2,200.00","2,200.00",,1.29%
2025-09-22,"2,172.00","2,172.00","2,172.00","2,172.00",,-1.41%
2025-09-19,"2,203.00","2,203.00","2,203.00","2,203.00",,-0.09%
2025-09-18,"2,205.00","2,205.00","2,205.00","2,205.00",,1.15%
2025-09-17,"2,180.00","2,180.00","2,180.00","2,180.00",,1.21%
2025-09-16,"2,154.00","2,154.00","2,154.00","2,154.00",,0.05%
2025-09-15,"2,153.00","2,153.00","2,153.00","2,153.00",,1.27%
2025-09-12,"2,126.00","2,126.00","2,126.00","2,126.00",,0.71%
2025-09-11,"2,111.00","2,111.00","2,111.00","2,111.00",,-0.05%
2025-09-10,"2,112.00","2,112.00","2,112.00","2,112.00",,1.59%
2025-09-09,"2,079.00","2,079.00","2,079.00","2,079.00",,2.97%
2025-09-08,"2,019.00","2,019.00","2,019.00","2,019.00",,2.02%
2025-09-05,"1,979.00","1,979.00","1,979.00","1,979.00",,0.82%
2025-09-04,"1,963.00","1,963.00","1,963.00","1,963.00",,1.19%
2025-09-03,"1,940.00","1,940.00","1,940.00","1,940.00",,-2.32%
2025-09-02,"1,986.00","1,986.00","1,986.00","1,986.00",,-1.88%
2025-09-01,"2,024.00","2,024.00","2,024.00","2,024.00",,-0.05%
2025-08-29,"2,025.00","2,025.00","2,025.00","2,025.00",,0.40%
2025-08-28,"2,017.00","2,017.00","2,017.00","2,017.00",,-1.42%
2025-08-27,"2,046.00","2,046.00","2,046.00","2,046.00",,0.24%
2025-08-26,"2,041.00","2,041.00","2,041.00","2,041.00",,4.99%
2025-08-22,"1,944.00","1,944.00","1,944.00","1,944.00",,2.69%
2025-08-21,"1,893.00","1,893.00","1,893.00","1,893.00",,-1.76%
2025-08-20,"1,927.00","1,927.00","1,927.00","1,927.00",,-1.88%
2025-08-19,"1,964.00","1,964.00","1,964.00","1,964.00",,-2.87%
2025-08-18,"2,022.00","2,022.00","2,022.00","2,022.00",,-1.08%
2025-08-15,"2,044.00","2,044.00","2,044.00","2,044.00",,0.25%
2025-08-14,"2,039.00","2,039.00","2,039.00","2,039.00",,0.69%
2025-08-13,"2,025.00","2,025.00","2,025.00","2,025.00",,0.40%
2025-08-12,"2,017.00","2,017.00","2,017.00","2,017.00",,-1.03%
2025-08-11,"2,038.00","2,038.00","2,038.00","2,038.00",,-0.63%
2025-08-08,"2,051.00","2,051.00","2,051.00","2,051.00",,2.14%
2025-08-07,"2,008.00","2,008.00","2,008.00","2,008.00",,0.70%
2025-08-06,"1,994.00","1,994.00","1,994.00","1,994.00",,3.80%
2025-08-05,"1,921.00","1,921.00","1,921.00","1,921.00",,-2.49%
2025-08-04,"1,970.00","1,970.00","1,970.00","1,970.00",,-2.38%
2025-08-01,"2,018.00","2,018.00","2,018.00","2,018.00",,0.75%
2025-07-31,"2,003.00","2,003.00","2,003.00","2,003.00",,0.40%
2025-07-30,"1,995.00","1,995.00","1,995.00","1,995.00",,-5.41%
2025-07-29,"2,109.00","2,109.00","2,109.00","2,109.00",,-5.26%
2025-07-28,"2,226.00","2,226.00","2,226.00","2,226.00",,-1.37%
2025-07-25,"2,257.00","2,257.00","2,257.00","2,257.00",,-0.04%
2025-07-24,"2,258.00","2,258.00","2,258.00","2,258.00",,6.51%
2025-07-23,"2,120.00","2,120.00","2,120.00","2,120.00",,4.18%
2025-07-22,"2,035.00","2,035.00","2,035.00","2,035.00",,0.94%
2025-07-21,"2,016.00","2,016.00","2,016.00","2,016.00",,-1.75%
2025-07-18,"2,052.00","2,052.00","2,052.00","2,052.00",,1.08%
2025-07-17,"2,030.00","2,030.00","2,030.00","2,030.00",,6.51%
2025-07-16,"1,906.00","1,906.00","1,906.00","1,906.00",,2.14%
2025-07-15,"1,866.00","1,866.00","1,866.00","1,866.00",,4.66%
2025-07-14,"1,783.00","1,783.00","1,783.00","1,783.00",,7.22%
2025-07-11,"1,663.00","1,663.00","1,663.00","1,663.00",,13.52%
2025-07-10,"1,465.00","1,465.00","1,465.00","1,465.00",,2.95%
2025-07-09,"1,423.00","1,423.00","1,423.00","1,423.00",,-0.56%
2025-07-08,"1,431.00","1,431.00","1,431.00","1,431.00",,-0.35%
2025-07-07,"1,436.00","1,436.00","1,436.00","1,436.00",,0.00%
2025-07-04,"1,436.00","1,436.00","1,436.00","1,436.00",,0.14%
2025-07-03,"1,434.00","1,434.00","1,434.00","1,434.00",,-0.62%
2025-07-02,"1,443.00","1,443.00","1,443.00","1,443.00",,-1.03%
2025-07-01,"1,458.00","1,458.00","1,458.00","1,458.00",,-2.08%
2025-06-30,"1,489.00","1,489.00","1,489.00","1,489.00",,-2.10%
2025-06-27,"1,521.00","1,521.00","1,521.00","1,521.00",,-2.06%
2025-06-26,"1,553.00","1,553.00","1,553.00","1,553.00",,-6.73%
2025-06-25,"1,665.00","1,665.00","1,665.00","1,665.00",,-0.95%
2025-06-24,"1,681.00","1,681.00","1,681.00","1,681.00",,0.42%
2025-06-23,"1,674.00","1,674.00","1,674.00","1,674.00",,-0.89%
2025-06-20,"1,689.00","1,689.00","1,689.00","1,689.00",,-3.54%
2025-06-19,"1,751.00","1,751.00","1,751.00","1,751.00",,-6.56%
2025-06-18,"1,874.00","1,874.00","1,874.00","1,874.00",,-4.00%
2025-06-17,"1,952.00","1,952.00","1,952.00","1,952.00",,-1.16%
2025-06-16,"1,975.00","1,975.00","1,975.00","1,975.00",,0.36%
2025-06-13,"1,968.00","1,968.00","1,968.00","1,968.00",,3.36%
2025-06-12,"1,904.00","1,904.00","1,904.00","1,904.00",,9.55%
2025-06-11,"1,738.00","1,738.00","1,738.00","1,738.00",,3.45%
2025-06-10,"1,680.00","1,680.00","1,680.00","1,680.00",,-0.65%
2025-06-09,"1,691.00","1,691.00","1,691.00","1,691.00",,3.55%
2025-06-06,"1,633.00","1,633.00","1,633.00","1,633.00",,0.43%
2025-06-05,"1,626.00","1,626.00","1,626.00","1,626.00",,9.20%
2025-06-04,"1,489.00","1,489.00","1,489.00","1,489.00",,4.13%
2025-06-03,"1,430.00","1,430.00","1,430.00","1,430.00",,0.56%
2025-06-02,"1,422.00","1,422.00","1,422.00","1,422.00",,0.28%
2025-05-30,"1,418.00","1,418.00","1,418.00","1,418.00",,4.80%
2025-05-29,"1,353.00","1,353.00","1,353.00","1,353.00",,3.84%
2025-05-28,"1,303.00","1,303.00","1,303.00","1,303.00",,0.54%
2025-05-27,"1,296.00","1,296.00","1,296.00","1,296.00",,-3.28%
2025-05-23,"1,340.00","1,340.00","1,340.00","1,340.00",,-0.07%
2025-05-22,"1,341.00","1,341.00","1,341.00","1,341.00",,0.30%
2025-05-21,"1,337.00","1,337.00","1,337.00","1,337.00",,-0.22%
2025-05-20,"1,340.00","1,340.00","1,340.00","1,340.00",,-0.52%
2025-05-19,"1,347.00","1,347.00","1,347.00","1,347.00",,-2.95%
2025-05-16,"1,388.00","1,388.00","1,388.00","1,388.00",,6.36%
2025-05-15,"1,305.00","1,305.00","1,305.00","1,305.00",,3.00%
2025-05-14,"1,267.00","1,267.00","1,267.00","1,267.00",,-1.02%
2025-05-13,"1,280.00","1,280.00","1,280.00","1,280.00",,-1.84%
2025-05-12,"1,304.00","1,304.00","1,304.00","1,304.00",,0.38%
2025-05-09,"1,299.00","1,299.00","1,299.00","1,299.00",,-1.29%
2025-05-08,"1,316.00","1,316.00","1,316.00","1,316.00",,-4.22%
2025-05-07,"1,374.00","1,374.00","1,374.00","1,374.00",,-2.28%
2025-05-06,"1,406.00","1,406.00","1,406.00","1,406.00",,-1.06%
2025-05-02,"1,421.00","1,421.00","1,421.00","1,421.00",,0.71%
2025-05-01,"1,411.00","1,411.00","1,411.00","1,411.00",,1.80%
2025-04-30,"1,386.00","1,386.00","1,386.00","1,386.00",,-0.86%
2025-04-29,"1,398.00","1,398.00","1,398.00","1,398.00",,-0.36%
2025-04-28,"1,403.00","1,403.00","1,403.00","1,403.00",,2.18%
2025-04-25,"1,373.00","1,373.00","1,373.00","1,373.00",,1.48%
2025-04-24,"1,353.00","1,353.00","1,353.00","1,353.00",,4.08%
2025-04-23,"1,300.00","1,300.00","1,300.00","1,300.00",,3.09%
2025-04-22,"1,261.00","1,261.00","1,261.00","1,261.00",,0.00%
2025-04-17,"1,261.00","1,261.00","1,261.00","1,261.00",,1.61%
2025-04-16,"1,241.00","1,241.00","1,241.00","1,241.00",,-1.74%
2025-04-15,"1,263.00","1,263.00","1,263.00","1,263.00",,-1.48%
2025-04-14,"1,282.00","1,282.00","1,282.00","1,282.00",,0.63%
2025-04-11,"1,274.00","1,274.00","1,274.00","1,274.00",,0.39%
2025-04-10,"1,269.00","1,269.00","1,269.00","1,269.00",,0.79%
2025-04-09,"1,259.00","1,259.00","1,259.00","1,259.00",,-6.18%
2025-04-08,"1,342.00","1,342.00","1,342.00","1,342.00",,-4.21%
2025-04-07,"1,401.00","1,401.00","1,401.00","1,401.00",,-5.91%
2025-04-04,"1,489.00","1,489.00","1,489.00","1,489.00",,-3.31%
2025-04-03,"1,540.00","1,540.00","1,540.00","1,540.00",,-2.72%
2025-04-02,"1,583.00","1,583.00","1,583.00","1,583.00",,-0.25%
2025-04-01,"1,587.00","1,587.00","1,587.00","1,587.00",,-0.69%
2025-03-31,"1,598.00","1,598.00","1,598.00","1,598.00",,-0.25%
2025-03-28,"1,602.00","1,602.00","1,602.00","1,602.00",,-1.17%
2025-03-27,"1,621.00","1,621.00","1,621.00","1,621.00",,-0.80%
2025-03-26,"1,634.00","1,634.00","1,634.00","1,634.00",,-0.49%
2025-03-25,"1,642.00","1,642.00","1,642.00","1,642.00",,-0.61%
2025-03-24,"1,652.00","1,652.00","1,652.00","1,652.00",,0.55%
2025-03-21,"1,643.00","1,643.00","1,643.00","1,643.00",,0.49%
2025-03-20,"1,635.00","1,635.00","1,635.00","1,635.00",,-0.12%
2025-03-19,"1,637.00","1,637.00","1,637.00","1,637.00",,-0.79%
2025-03-18,"1,650.00","1,650.00","1,650.00","1,650.00",,-0.48%
2025-03-17,"1,658.00","1,658.00","1,658.00","1,658.00",,-0.66%
2025-03-14,"1,669.00","1,669.00","1,669.00","1,669.00",,1.15%
