Date,Price,Open,High,Low,Vol.,Change %
2026-05-26,95.695,95.385,95.695,95.345,,0.48%
2026-05-25,95.235,95.355,95.45,95.113,,-0.49%
2026-05-22,95.7,96.21,96.305,95.685,,-0.53%
2026-05-21,96.21,96.305,96.508,96.038,,-0.64%
2026-05-20,96.83,96.865,96.965,96.72,,0.30%
2026-05-19,96.538,96.37,96.62,96.275,,0.20%
2026-05-18,96.35,96.17,96.393,96.12,,0.40%
2026-05-15,95.97,95.875,96.144,95.865,,0.21%
2026-05-14,95.768,95.735,95.963,95.628,,0.06%
2026-05-13,95.71,95.64,95.805,95.518,,0.07%
2026-05-12,95.64,95.325,95.746,95.325,,0.34%
2026-05-11,95.315,94.955,95.315,94.885,,0.93%
2026-05-08,94.441,94.26,94.679,94.26,,0.19%
2026-05-07,94.26,94.615,94.908,94.075,,-0.38%
2026-05-06,94.615,95.04,95.183,94.564,,-0.60%
2026-05-05,95.19,95.315,95.466,95.19,,0.10%
2026-05-04,95.093,94.955,95.093,94.819,,0.20%
2026-05-01,94.905,94.91,94.91,94.905,,-0.01%
2026-04-30,94.91,94.865,95.337,94.85,,0.05%
2026-04-29,94.865,94.545,94.865,94.545,,0.34%
2026-04-28,94.545,94.375,94.583,94.375,,0.37%
2026-04-27,94.195,94.255,94.289,94.103,,-0.06%
2026-04-24,94.25,94.11,94.313,94.11,,0.15%
2026-04-23,94.11,94.01,94.158,94.005,,0.33%
2026-04-22,93.8,93.495,93.869,93.494,,0.33%
2026-04-21,93.495,93.12,93.631,93.12,,0.40%
2026-04-20,93.12,92.71,93.243,92.631,,0.56%
2026-04-17,92.603,93.14,93.14,92.444,,-0.48%
2026-04-16,93.053,93.26,93.407,92.926,,-0.36%
2026-04-15,93.385,93.106,93.503,93.074,,0.24%
2026-04-14,93.165,93.156,93.407,93.016,,-0.07%
2026-04-13,93.233,93.318,93.431,93.12,,0.15%
2026-04-10,93.09,92.683,93.092,92.409,,0.67%
2026-04-09,92.47,92.57,92.915,92.313,,-0.12%
2026-04-08,92.585,92.86,92.86,92.333,,-0.30%
2026-04-07,92.867,93.008,93.075,92.818,,-0.21%
2026-04-06,93.065,92.838,93.204,92.716,,0.38%
2026-04-03,92.71,92.952,92.803,92.614,,-0.29%
2026-04-02,92.978,93.279,93.691,92.797,,-0.27%
2026-04-01,93.226,93.627,93.89,93.022,,-0.28%
2026-03-31,93.485,94.373,94.38,93.432,,-0.95%
2026-03-30,94.379,93.048,95.22,93.032,,-0.43%
2026-03-27,94.782,94.298,94.988,94.116,,0.52%
2026-03-26,94.288,93.8,94.301,93.8,,0.41%
2026-03-25,93.906,93.99,94.214,93.763,,-0.15%
2026-03-24,94.043,93.505,94.141,93.505,,0.89%
2026-03-23,93.212,93.743,94.137,92.911,,-0.51%
2026-03-20,93.692,92.924,93.826,92.834,,0.84%
2026-03-19,92.911,93.027,93.384,92.859,,-0.23%
2026-03-18,93.129,92.407,93.129,92.34,,0.79%
2026-03-17,92.395,92.24,92.491,92.24,,0.14%
2026-03-16,92.264,92.449,92.483,92.147,,-0.30%
2026-03-13,92.54,92.366,92.572,92.24,,0.16%
2026-03-12,92.388,92.243,92.506,92.055,,0.17%
2026-03-11,92.229,91.899,92.258,91.837,,0.28%
2026-03-10,91.974,91.851,92.204,91.674,,-0.20%
2026-03-09,92.155,92.33,92.386,92.113,,0.24%
2026-03-06,91.933,91.662,92.012,91.57,,0.16%
2026-03-05,91.787,92.132,92.165,91.335,,-0.36%
2026-03-04,92.123,92.012,92.311,91.88,,0.08%
2026-03-03,92.05,91.56,92.239,91.56,,0.51%
2026-03-02,91.585,91.234,91.774,91.167,,0.56%
2026-02-27,91.076,91.022,91.142,90.915,,0.09%
2026-02-26,90.993,90.941,91.078,90.806,,0.11%
2026-02-25,90.894,90.913,90.97,90.863,,-0.03%
2026-02-24,90.918,91.026,91.032,90.855,,-0.11%
2026-02-23,91.016,90.765,91.034,90.68,,0.32%
2026-02-20,90.73,91.042,91.088,90.721,,-0.34%
2026-02-19,91.038,90.793,91.211,90.7,,0.26%
2026-02-18,90.804,90.627,90.809,90.575,,0.19%
2026-02-17,90.632,90.784,90.804,90.607,,-0.16%
2026-02-16,90.779,90.596,90.832,90.536,,0.25%
2026-02-13,90.555,90.613,90.762,90.516,,-0.01%
2026-02-12,90.564,90.672,90.732,90.39,,-0.19%
2026-02-11,90.736,90.587,90.846,90.465,,0.16%
2026-02-10,90.588,90.793,90.798,90.47,,-0.19%
2026-02-09,90.756,90.518,90.811,90.373,,0.18%
2026-02-06,90.596,90.315,90.845,90.173,,0.31%
2026-02-05,90.319,90.362,90.521,90.063,,-0.08%
2026-02-04,90.391,90.377,90.535,90.233,,-0.04%
2026-02-03,90.423,90.328,90.52,90.022,,-0.94%
2026-02-02,91.285,91.778,92.023,91.28,,-0.45%
2026-01-30,91.694,91.87,92.027,91.667,,-0.10%
2026-01-29,91.782,92.031,92.129,91.779,,-0.28%
2026-01-28,92.043,91.54,92.22,91.418,,0.62%
2026-01-27,91.474,91.775,91.896,91.472,,-0.26%
2026-01-26,91.713,91.531,91.79,91.5,,0.04%
2026-01-23,91.675,91.559,91.988,91.415,,0.11%
2026-01-22,91.57,91.537,91.681,91.279,,0.03%
2026-01-21,91.546,91.055,91.753,90.998,,0.47%
2026-01-20,91.119,90.905,91.119,90.871,,0.24%
2026-01-19,90.902,90.717,91.015,90.61,,0.21%
2026-01-16,90.709,90.318,90.891,90.318,,0.38%
2026-01-15,90.362,90.19,90.439,90.181,,0.13%
2026-01-14,90.248,90.265,90.391,89.983,,-0.04%
2026-01-13,90.282,90.233,90.351,90.165,,0.17%
2026-01-12,90.132,90.257,90.272,90.117,,-0.12%
2026-01-09,90.244,89.883,90.318,89.855,,0.38%
2026-01-08,89.905,89.852,90.132,89.73,,0.05%
2026-01-07,89.864,90.166,90.232,89.807,,-0.27%
2026-01-06,90.108,90.231,90.264,90.05,,-0.14%
2026-01-05,90.233,90.131,90.311,90.095,,0.24%
2026-01-02,90.014,89.942,90.255,89.864,,0.05%
2026-01-01,89.968,89.955,89.993,89.865,,0.11%
2025-12-31,89.871,89.78,90.001,89.727,,0.11%
2025-12-30,89.77,89.974,90.02,89.687,,-0.14%
2025-12-29,89.9,89.837,89.993,89.83,,0.12%
2025-12-26,89.796,89.753,89.962,89.697,,0.07%
2025-12-25,89.736,89.735,89.736,89.735,,-0.09%
2025-12-24,89.814,89.534,89.86,89.419,,0.42%
2025-12-23,89.436,89.563,89.851,89.411,,-0.19%
2025-12-22,89.604,89.542,89.768,89.446,,0.03%
2025-12-19,89.577,90.238,90.302,89.255,,-0.76%
2025-12-18,90.267,90.389,90.464,90.042,,-0.16%
2025-12-17,90.409,91.02,91.075,89.906,,-0.59%
2025-12-16,90.949,90.777,91.082,90.71,,0.19%
2025-12-15,90.775,90.55,90.793,90.51,,0.21%
2025-12-12,90.584,90.188,90.652,90.174,,0.37%
2025-12-11,90.251,89.875,90.488,89.846,,0.51%
2025-12-10,89.793,89.908,90.084,89.763,,-0.14%
2025-12-09,89.917,90.13,90.207,89.825,,-0.24%
2025-12-08,90.13,89.962,90.267,89.962,,0.21%
2025-12-05,89.945,89.9,90.076,89.7,,0.12%
2025-12-04,89.837,90.15,90.462,89.726,,-0.37%
2025-12-03,90.171,89.923,90.329,89.857,,0.28%
2025-12-02,89.918,89.606,90.014,89.591,,0.34%
2025-12-01,89.613,89.325,89.8,89.325,,0.29%
2025-11-28,89.357,89.361,89.516,89.316,,-0.01%
2025-11-27,89.365,89.161,89.409,89.116,,0.23%
2025-11-26,89.161,89.17,89.288,89.146,,0.01%
2025-11-25,89.153,89.148,89.274,88.979,,0.01%
2025-11-24,89.148,89.527,89.538,89.063,,-0.55%
2025-11-21,89.641,88.692,89.734,88.602,,1.04%
2025-11-20,88.715,88.487,88.763,88.483,,0.25%
2025-11-19,88.492,88.557,88.623,88.416,,-0.07%
2025-11-18,88.552,88.61,88.697,88.495,,-0.09%
2025-11-17,88.636,88.705,88.748,88.559,,-0.06%
2025-11-14,88.689,88.777,88.808,88.636,,-0.14%
2025-11-13,88.817,88.59,88.831,88.582,,0.26%
2025-11-12,88.59,88.501,88.663,88.499,,0.14%
2025-11-11,88.467,88.707,88.726,88.421,,-0.27%
2025-11-10,88.707,88.65,88.746,88.623,,0.05%
2025-11-07,88.665,88.625,88.731,88.59,,-0.01%
2025-11-06,88.673,88.632,88.693,88.459,,0.13%
2025-11-05,88.557,88.71,88.774,88.545,,-0.20%
2025-11-04,88.732,88.722,88.779,88.332,,0.01%
2025-11-03,88.724,88.722,88.806,88.697,,-0.05%
2025-10-31,88.769,88.637,88.814,88.566,,0.15%
2025-10-30,88.632,88.314,88.765,88.308,,0.25%
2025-10-29,88.408,88.232,88.493,88.141,,0.20%
2025-10-28,88.234,88.223,88.423,88.16,,0.01%
2025-10-27,88.225,87.786,88.311,87.785,,0.44%
2025-10-24,87.836,87.777,87.889,87.63,,0.06%
2025-10-23,87.779,87.716,87.964,87.716,,0.04%
2025-10-22,87.74,88.003,88.003,87.612,,-0.32%
2025-10-21,88.021,87.88,88.092,87.88,,0.17%
2025-10-20,87.875,87.956,88.012,87.738,,-0.15%
2025-10-17,88.003,87.939,88.119,87.716,,0.01%
2025-10-16,87.991,87.754,88.058,87.611,,0.21%
2025-10-15,87.81,88.729,88.799,87.809,,-1.09%
2025-10-14,88.782,88.683,88.827,88.627,,0.13%
2025-10-13,88.665,88.726,88.798,88.564,,-0.10%
2025-10-10,88.757,88.817,88.826,88.494,,-0.12%
2025-10-09,88.866,88.778,88.877,88.694,,0.12%
2025-10-08,88.76,88.759,88.824,88.725,,0.02%
2025-10-07,88.739,88.721,88.785,88.691,,0.02%
2025-10-06,88.721,88.763,88.839,88.695,,-0.02%
2025-10-03,88.735,88.749,88.816,88.664,,0.02%
2025-10-02,88.72,88.669,88.883,88.585,,0.04%
2025-10-01,88.683,88.786,88.856,88.612,,-0.18%
2025-09-30,88.841,88.738,88.877,88.673,,0.15%
2025-09-29,88.704,88.661,88.802,88.624,,0.03%
2025-09-26,88.677,88.774,88.792,88.638,,-0.10%
2025-09-25,88.768,88.732,88.818,88.599,,-0.01%
2025-09-24,88.777,88.79,88.939,88.673,,-0.03%
2025-09-23,88.808,88.304,88.821,88.256,,0.57%
2025-09-22,88.303,88.181,88.346,88.116,,0.23%
2025-09-19,88.1,88.207,88.343,88.052,,-0.12%
2025-09-18,88.206,87.891,88.291,87.834,,0.53%
2025-09-17,87.745,87.879,87.91,87.662,,-0.16%
2025-09-16,87.883,88.069,88.16,87.878,,-0.27%
2025-09-15,88.122,88.279,88.302,88.115,,-0.18%
2025-09-12,88.277,88.298,88.431,88.232,,0.01%
2025-09-11,88.267,88.105,88.499,88.084,,0.24%
2025-09-10,88.054,88.22,88.267,88.021,,-0.22%
2025-09-09,88.248,88.002,88.261,87.949,,0.30%
2025-09-08,87.981,88.153,88.196,87.922,,-0.23%
2025-09-05,88.187,88.125,88.367,88.069,,-0.01%
2025-09-04,88.193,88.079,88.22,87.999,,0.14%
2025-09-03,88.073,88.045,88.195,87.975,,0.09%
2025-09-02,87.998,87.985,88.206,87.825,,0.00%
2025-09-01,88.001,88.175,88.343,87.931,,-0.20%
2025-08-29,88.174,87.591,88.313,87.575,,0.67%
2025-08-28,87.591,87.659,87.696,87.52,,-0.08%
2025-08-27,87.661,87.674,87.883,87.607,,0.03%
2025-08-26,87.635,87.623,87.805,87.582,,0.03%
2025-08-25,87.608,87.31,87.623,87.274,,0.32%
2025-08-22,87.331,87.266,87.551,87.179,,0.04%
2025-08-21,87.294,87.023,87.343,86.926,,0.32%
2025-08-20,87.018,87.073,87.171,86.98,,-0.06%
2025-08-19,87.07,87.297,87.382,86.921,,-0.28%
2025-08-18,87.311,87.545,87.559,87.296,,-0.23%
2025-08-15,87.513,87.692,87.694,87.41,,-0.20%
2025-08-14,87.691,87.471,87.7,87.385,,0.28%
2025-08-13,87.45,87.595,87.727,87.38,,-0.18%
2025-08-12,87.606,87.656,87.761,87.575,,-0.06%
2025-08-11,87.66,87.541,87.763,87.472,,0.20%
2025-08-08,87.489,87.435,87.759,87.435,,0.05%
2025-08-07,87.446,87.715,87.798,87.345,,-0.32%
2025-08-06,87.725,87.785,87.851,87.629,,-0.12%
2025-08-05,87.83,87.977,87.977,87.736,,0.17%
2025-08-04,87.68,87.284,87.727,87.155,,0.50%
2025-08-01,87.245,87.49,87.673,87.17,,-0.32%
2025-07-31,87.524,87.715,87.796,87.501,,-0.19%
2025-07-30,87.691,87.058,87.846,87.05,,0.67%
2025-07-29,87.108,86.77,87.108,86.735,,0.47%
2025-07-28,86.697,86.481,86.725,86.402,,0.22%
2025-07-25,86.503,86.432,86.641,86.405,,0.14%
2025-07-24,86.38,86.401,86.445,86.241,,0.00%
2025-07-23,86.38,86.328,86.471,86.284,,0.07%
2025-07-22,86.322,86.195,86.441,86.18,,0.15%
2025-07-21,86.195,86.134,86.362,86.132,,0.05%
2025-07-18,86.15,86.01,86.244,85.972,,0.13%
2025-07-17,86.035,85.922,86.136,85.796,,0.17%
2025-07-16,85.885,85.959,86.081,85.733,,-0.12%
2025-07-15,85.991,86.009,86.032,85.742,,-0.03%
2025-07-14,86.017,85.824,86.062,85.81,,0.22%
2025-07-11,85.825,85.735,85.921,85.69,,0.09%
2025-07-10,85.749,85.715,85.766,85.533,,0.08%
2025-07-09,85.68,85.76,85.932,85.637,,-0.09%
2025-07-08,85.76,85.778,85.835,85.632,,0.00%
2025-07-07,85.76,85.575,86.043,85.575,,0.31%
2025-07-04,85.497,85.48,85.535,85.307,,0.07%
2025-07-03,85.433,85.559,85.708,85.183,,-0.22%
2025-07-02,85.625,85.617,85.772,85.566,,-0.01%
2025-07-01,85.63,85.7,85.7,85.457,,-0.08%
2025-06-30,85.7,85.479,85.845,85.441,,0.29%
2025-06-27,85.455,85.64,85.681,85.422,,-0.22%
2025-06-26,85.64,86.021,86.055,85.614,,-0.46%
2025-06-25,86.04,85.937,86.148,85.791,,0.11%
2025-06-24,85.944,86.157,86.265,85.899,,-0.73%
2025-06-23,86.58,86.788,86.871,86.571,,0.00%
2025-06-20,86.58,86.684,86.698,86.53,,-0.30%
2025-06-19,86.84,86.416,86.916,86.416,,0.47%
2025-06-18,86.43,86.315,86.573,86.263,,0.13%
2025-06-17,86.318,86.03,86.404,85.89,,0.55%
2025-06-16,85.846,86.149,86.26,85.782,,-0.30%
2025-06-13,86.108,86.164,86.217,85.924,,0.62%
2025-06-12,85.581,85.47,85.665,85.401,,0.13%
2025-06-11,85.468,85.56,85.631,85.412,,-0.15%
2025-06-10,85.596,85.666,85.695,85.505,,-0.09%
2025-06-09,85.67,85.803,85.813,85.466,,-0.14%
2025-06-06,85.786,85.838,86.005,85.621,,-0.06%
2025-06-05,85.835,85.849,85.978,85.663,,-0.05%
2025-06-04,85.875,85.692,86.045,85.651,,0.19%
2025-06-03,85.709,85.392,85.709,85.359,,0.42%
2025-06-02,85.354,85.504,85.594,85.292,,-0.20%
2025-05-30,85.525,85.368,85.653,85.248,,0.12%
2025-05-29,85.419,85.557,85.62,85.386,,0.01%
2025-05-28,85.414,85.519,85.737,85.321,,0.10%
2025-05-27,85.33,85.075,85.464,85.04,,0.28%
2025-05-26,85.088,85.037,85.184,84.785,,-0.13%
2025-05-23,85.2,85.953,86.045,85.111,,-0.92%
2025-05-22,85.995,85.609,86.115,85.53,,0.46%
2025-05-21,85.6,85.537,85.702,85.486,,0.07%
2025-05-20,85.54,85.37,85.659,85.344,,0.18%
2025-05-19,85.39,85.463,85.64,85.336,,-0.13%
2025-05-16,85.5,85.445,85.7,85.252,,-0.05%
2025-05-15,85.546,85.4,85.741,85.348,,0.18%
2025-05-14,85.395,85.038,85.522,85.006,,0.14%
2025-05-13,85.275,84.838,85.48,84.63,,0.46%
2025-05-12,84.885,84.695,84.959,84.592,,-0.61%
2025-05-09,85.409,85.884,85.952,85.284,,-0.15%
2025-05-08,85.536,84.778,85.81,84.528,,0.96%
2025-05-07,84.721,84.647,84.909,84.473,,0.49%
2025-05-06,84.305,84.37,84.637,84.25,,0.01%
2025-05-05,84.295,84.491,84.525,84.114,,-0.27%
2025-05-02,84.527,84.657,84.685,83.765,,-0.07%
2025-05-01,84.59,84.609,84.745,84.552,,-0.01%
2025-04-30,84.599,85.22,85.268,84.466,,-0.65%
2025-04-29,85.155,85.16,85.408,84.945,,-0.01%
2025-04-28,85.163,85.382,85.419,84.949,,-0.26%
2025-04-25,85.385,85.293,85.66,85.085,,0.07%
2025-04-24,85.326,85.515,85.671,85.239,,-0.03%
2025-04-23,85.35,85.221,85.533,85.208,,0.20%
2025-04-22,85.18,85.159,85.239,85.049,,0.00%
2025-04-21,85.18,85.378,85.379,85.025,,-0.32%
2025-04-18,85.457,85.409,85.505,85.39,,0.08%
2025-04-17,85.39,85.602,85.631,85.313,,-0.26%
2025-04-16,85.614,85.713,85.773,85.515,,-0.11%
2025-04-15,85.709,86.023,86.023,85.585,,-0.39%
2025-04-14,86.048,86.036,86.11,85.869,,-0.18%
2025-04-11,86.2,86.244,86.269,85.935,,0.00%
2025-04-10,86.2,86.146,86.334,86.118,,-0.53%
2025-04-09,86.66,86.353,86.751,86.353,,0.48%
2025-04-08,86.25,85.943,86.306,85.812,,0.43%
2025-04-07,85.882,85.611,85.913,85.568,,0.41%
2025-04-04,85.53,85.282,85.641,84.932,,0.30%
2025-04-03,85.275,85.804,85.813,85.203,,-0.22%
2025-04-02,85.465,85.611,85.726,85.432,,-0.13%
2025-04-01,85.58,85.459,85.66,85.451,,0.14%
2025-03-31,85.46,85.459,85.558,85.417,,-0.09%
2025-03-28,85.539,85.68,85.739,85.403,,-0.13%
2025-03-27,85.65,85.795,85.915,85.625,,0.00%
2025-03-26,85.653,85.616,85.895,85.596,,0.05%
2025-03-25,85.611,85.532,85.83,85.531,,0.05%
2025-03-24,85.57,85.99,86.046,85.475,,-0.49%
2025-03-21,85.995,86.325,86.344,85.916,,-0.39%
2025-03-20,86.33,86.337,86.418,86.185,,0.01%
2025-03-19,86.32,86.574,86.675,86.301,,-0.23%
2025-03-18,86.52,86.659,86.783,86.509,,-0.21%
2025-03-17,86.7,86.957,86.973,86.691,,-0.28%
2025-03-14,86.946,86.923,87.004,86.871,,0.02%
2025-03-13,86.925,87.153,87.201,86.923,,-0.27%
2025-03-12,87.16,87.183,87.311,87.149,,-0.05%
2025-03-11,87.203,87.332,87.39,87.141,,-0.11%
2025-03-10,87.3,87.139,87.381,87.138,,0.22%
2025-03-07,87.11,87.149,87.22,86.857,,0.08%
2025-03-06,87.039,86.872,87.166,86.868,,0.17%
2025-03-05,86.89,87.271,87.346,86.876,,-0.45%
2025-03-04,87.283,87.334,87.408,87.134,,0.01%
2025-03-03,87.27,87.449,87.449,87.239,,-0.23%
2025-02-28,87.471,87.32,87.559,87.266,,0.15%
2025-02-27,87.34,87.108,87.427,87.106,,0.23%
2025-02-26,87.141,87.086,87.192,87.014,,0.00%
2025-02-25,87.14,86.698,87.263,86.674,,0.54%
2025-02-24,86.67,86.655,86.762,86.506,,0.08%
2025-02-21,86.6,86.509,86.779,86.456,,0.01%
2025-02-20,86.589,86.902,86.926,86.542,,-0.36%
2025-02-19,86.9,86.925,86.958,86.815,,0.01%
2025-02-18,86.895,86.855,86.987,86.837,,0.07%
2025-02-17,86.837,86.676,86.908,86.632,,0.24%
2025-02-14,86.63,86.779,86.905,86.562,,-0.08%
2025-02-13,86.7,86.95,87.014,86.693,,-0.24%
2025-02-12,86.91,86.796,87.034,86.327,,0.13%
2025-02-11,86.794,87.476,87.566,86.639,,-0.78%
2025-02-10,87.474,87.994,87.997,87.429,,-0.21%
2025-02-07,87.655,87.598,87.655,87.309,,0.08%
2025-02-06,87.585,87.336,87.676,87.334,,0.28%
2025-02-05,87.341,87.075,87.501,87.075,,0.30%
2025-02-04,87.08,86.977,87.142,86.948,,0.13%
2025-02-03,86.97,86.916,87.305,86.892,,0.47%
2025-01-31,86.561,86.667,86.682,86.55,,-0.01%
2025-01-30,86.572,86.553,86.661,86.536,,-0.08%
2025-01-29,86.64,86.566,86.648,86.485,,0.06%
2025-01-28,86.589,86.395,86.596,86.391,,0.27%
2025-01-27,86.36,86.244,86.459,86.234,,0.17%
2025-01-24,86.21,86.453,86.478,86.15,,-0.27%
2025-01-23,86.44,86.475,86.531,86.37,,-0.02%
2025-01-22,86.455,86.452,86.601,86.297,,0.00%
2025-01-21,86.457,86.211,86.623,86.211,,0.28%
2025-01-20,86.214,86.564,86.584,86.201,,-0.42%
2025-01-17,86.576,86.61,86.671,86.521,,0.00%
2025-01-16,86.58,86.438,86.648,86.382,,0.22%
2025-01-15,86.39,86.532,86.599,86.298,,-0.16%
2025-01-14,86.53,86.651,86.723,86.47,,-0.14%
2025-01-13,86.651,86.178,86.729,86.094,,0.53%
2025-01-10,86.195,85.922,86.195,85.855,,0.34%
2025-01-09,85.9,85.922,85.947,85.83,,-0.03%
2025-01-08,85.922,85.775,85.943,85.77,,0.13%
2025-01-07,85.808,85.705,85.813,85.649,,0.11%
2025-01-06,85.71,85.816,85.855,85.601,,-0.07%
2025-01-03,85.766,85.836,85.836,85.705,,0.00%
2025-01-02,85.77,85.652,85.798,85.628,,0.14%
2025-01-01,85.65,85.625,85.716,85.625,,0.08%
2024-12-31,85.582,85.539,85.687,85.516,,0.09%
2024-12-30,85.502,85.437,85.606,85.426,,0.13%
2024-12-27,85.393,85.253,85.823,85.229,,0.16%
2024-12-26,85.259,85.201,85.319,85.195,,0.07%
2024-12-25,85.203,85.181,85.21,85.156,,0.03%
2024-12-24,85.181,85.1,85.218,85.075,,0.10%
2024-12-23,85.1,84.96,85.141,84.925,,0.17%
2024-12-20,84.952,85.113,85.113,84.941,,-0.19%
2024-12-19,85.116,85.035,85.149,84.992,,0.26%
2024-12-18,84.895,84.907,84.975,84.84,,-0.01%
2024-12-17,84.907,84.882,84.955,84.877,,-0.01%
2024-12-16,84.917,84.846,84.931,84.794,,0.13%
2024-12-13,84.81,84.828,84.897,84.766,,-0.02%
2024-12-12,84.83,84.847,84.903,84.823,,0.01%
2024-12-11,84.822,84.891,84.919,84.8,,-0.07%
2024-12-10,84.885,84.848,84.915,84.775,,0.03%
2024-12-09,84.857,84.704,84.915,84.675,,0.22%
2024-12-06,84.673,84.685,84.718,84.529,,-0.05%
2024-12-05,84.712,84.713,84.758,84.673,,-0.01%
2024-12-04,84.721,84.69,84.777,84.644,,0.05%
2024-12-03,84.681,84.726,84.801,84.63,,-0.08%
2024-12-02,84.75,84.572,84.761,84.56,,0.22%
2024-11-29,84.564,84.476,84.64,84.459,,0.11%
2024-11-28,84.473,84.441,84.524,84.432,,0.06%
2024-11-27,84.42,84.318,84.479,84.315,,0.11%
2024-11-26,84.324,84.271,84.366,84.225,,0.06%
2024-11-25,84.27,84.408,84.439,84.238,,-0.19%
2024-11-22,84.431,84.5,84.524,84.402,,-0.08%
2024-11-21,84.5,84.367,84.522,84.36,,0.16%
2024-11-20,84.365,84.411,84.419,84.34,,-0.04%
2024-11-19,84.4,84.402,84.44,84.371,,0.00%
2024-11-18,84.403,84.444,84.461,84.371,,-0.03%
2024-11-15,84.429,84.473,84.483,84.411,,-0.04%
2024-11-14,84.466,84.422,84.489,84.384,,0.05%
2024-11-13,84.421,84.38,84.432,84.36,,0.04%
2024-11-12,84.39,84.381,84.428,84.364,,-0.02%
